# BUSCO version is: 2.0.1 ,,,,
"# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)",,,,
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i GIGMd_Trinity_Assembled_Supertranscripts_morethanquinientos.fasta.fa.ca -o 202004060334-TCNJ6C9A7M6N71CB_GIGMd_Trinity_500to10000 -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis,,,,
#,,,,
# Busco id,Status,Sequence,Score,Length
EOG09360DE6,Duplicated,C0000009495_TRINITY_DN5557_c0_g1,590.2,271
EOG09360DE6,Duplicated,C0000015434_TRINITY_DN5557_c0_g2,651.9,322
EOG09360DFB,Fragmented,C0000016655_TRINITY_DN88_c0_g1,601.3,312
EOG09360DFK,Complete,C0000016782_TRINITY_DN8007_c0_g2,670.1,383
EOG09360DFS,Fragmented,C0000011849_TRINITY_DN30409_c0_g1,583.5,275
EOG09360DFZ,Complete,C0000013286_TRINITY_DN9277_c0_g1,644.0,315
EOG09360DG2,Missing,,,
EOG09360DH0,Missing,,,
EOG09360DHF,Complete,C0000013245_TRINITY_DN11636_c0_g1,540.6,324
EOG09360DI3,Complete,C0000015408_TRINITY_DN35432_c0_g1,515.5,310
EOG09360DI6,Missing,,,
EOG09360DII,Complete,C0000018088_TRINITY_DN25611_c0_g1,371.7,356
EOG09360DJL,Missing,,,
EOG09360DJM,Complete,C0000013742_TRINITY_DN8014_c0_g1,622.2,312
EOG09360DJS,Missing,,,
EOG09360DKG,Complete,C0000014341_TRINITY_DN10285_c0_g1,610.1,323
EOG09360DKW,Complete,C0000015120_TRINITY_DN28976_c0_g1,615.1,343
EOG09360DLF,Complete,C0000014242_TRINITY_DN19798_c1_g1,541.8,315
EOG09360DLX,Missing,,,
EOG09360DM6,Missing,,,
EOG09360DMR,Missing,,,
EOG09360DNG,Duplicated,C0000014251_TRINITY_DN5505_c0_g1,356.0,291
EOG09360DNG,Duplicated,C0000014318_TRINITY_DN5505_c0_g2,356.0,291
EOG09360DP5,Missing,,,
EOG09360DQD,Fragmented,C0000007694_TRINITY_DN6885_c0_g1,310.8,151
EOG09360DQK,Complete,C0000015730_TRINITY_DN2186_c0_g1,620.4,338
EOG09360DR9,Fragmented,C0000009581_TRINITY_DN11727_c0_g1,348.7,203
EOG09360DRR,Duplicated,C0000013148_TRINITY_DN9525_c0_g1,516.8,287
EOG09360DRR,Duplicated,C0000014297_TRINITY_DN10977_c0_g1,525.1,288
EOG09360DTF,Missing,,,
EOG09360DUR,Complete,C0000012510_TRINITY_DN60_c0_g1,481.3,296
EOG09360DV4,Duplicated,C0000012228_TRINITY_DN8813_c0_g2,536.2,319
EOG09360DV4,Duplicated,C0000012349_TRINITY_DN8813_c0_g1,536.1,319
EOG09360DV6,Fragmented,C0000009013_TRINITY_DN29430_c0_g1,277.3,177
EOG09360DV8,Complete,C0000016694_TRINITY_DN33580_c0_g1,589.1,359
EOG09360DV9,Complete,C0000018222_TRINITY_DN20231_c0_g1,276.3,344
EOG09360DVA,Complete,C0000009958_TRINITY_DN10317_c0_g1,353.2,218
EOG09360DVB,Complete,C0000018179_TRINITY_DN33672_c0_g1,612.5,368
EOG09360DVY,Complete,C0000012059_TRINITY_DN34052_c0_g1,583.2,290
EOG09360DW4,Fragmented,C0000001961_TRINITY_DN8994_c1_g1,262.6,140
EOG09360DWB,Missing,,,
EOG09360DWT,Complete,C0000016805_TRINITY_DN12353_c0_g1,678.7,343
EOG09360DX3,Complete,C0000015522_TRINITY_DN6337_c0_g1,685.8,329
EOG09360DZZ,Complete,C0000012549_TRINITY_DN10361_c0_g1,689.4,309
EOG09360E00,Complete,C0000011322_TRINITY_DN15627_c0_g1,480.5,269
EOG09360E12,Missing,,,
EOG09360E3A,Complete,C0000007473_TRINITY_DN12592_c0_g1,291.1,236
EOG09360E4D,Fragmented,C0000006375_TRINITY_DN7690_c0_g1,257.0,163
EOG09360E5A,Complete,C0000010074_TRINITY_DN9477_c0_g1,470.9,276
EOG09360E7L,Complete,C0000018337_TRINITY_DN966_c0_g2,528.4,270
EOG09360E9S,Missing,,,
EOG09360EB9,Missing,,,
EOG09360EBH,Complete,C0000015087_TRINITY_DN35287_c0_g1,599.1,285
EOG09360EE5,Complete,C0000013720_TRINITY_DN9295_c0_g2,616.8,300
EOG09360EEW,Complete,C0000015450_TRINITY_DN6922_c0_g1,707.1,331
EOG09360EFD,Fragmented,C0000018481_TRINITY_DN11329_c0_g1,308.8,172
EOG09360EFH,Fragmented,C0000005935_TRINITY_DN12599_c0_g1,197.7,116
EOG09360EG7,Missing,,,
EOG09360EIH,Complete,C0000008752_TRINITY_DN7636_c0_g1,284.6,167
EOG09360EKU,Complete,C0000014574_TRINITY_DN15226_c0_g1,458.3,291
EOG09360EL1,Missing,,,
EOG09360ELM,Missing,,,
EOG09360EM9,Missing,,,
EOG09360EMI,Complete,C0000015710_TRINITY_DN20245_c0_g1,692.7,307
EOG09360EMJ,Complete,C0000008409_TRINITY_DN376_c0_g1,337.9,174
EOG09360EMK,Complete,C0000012010_TRINITY_DN2606_c0_g1,443.0,283
EOG09360EP0,Complete,C0000010671_TRINITY_DN16326_c0_g1,362.9,311
EOG09360EPY,Duplicated,C0000011868_TRINITY_DN21479_c0_g1,343.2,270
EOG09360EPY,Duplicated,C0000013374_TRINITY_DN20028_c0_g1,318.6,295
EOG09360ES7,Complete,C0000015917_TRINITY_DN9573_c0_g3,351.4,274
EOG09360ESZ,Missing,,,
EOG09360ETX,Fragmented,C0000016013_TRINITY_DN7603_c0_g1,420.9,227
EOG09360EUJ,Missing,,,
EOG09360EUK,Fragmented,C0000008051_TRINITY_DN4993_c0_g1,426.9,226
EOG09360EUN,Fragmented,C0000005131_TRINITY_DN6651_c0_g1,292.8,178
EOG09360EV2,Fragmented,C0000009042_TRINITY_DN2120_c1_g1,255.4,160
EOG09360EW1,Fragmented,C0000008802_TRINITY_DN14688_c0_g1,127.2,119
EOG09360EWV,Complete,C0000018028_TRINITY_DN29267_c0_g1,630.8,413
EOG09360EX7,Complete,C0000013186_TRINITY_DN5994_c0_g1,643.8,313
EOG09360EYE,Complete,C0000013256_TRINITY_DN8332_c0_g1,498.1,259
EOG09360EYO,Duplicated,C0000015326_TRINITY_DN12198_c0_g1,559.5,262
EOG09360EYO,Duplicated,C0000015927_TRINITY_DN12198_c0_g2,543.2,267
EOG09360F0Y,Complete,C0000015388_TRINITY_DN8510_c0_g1,578.4,273
EOG09360F1B,Duplicated,C0000014193_TRINITY_DN34275_c0_g2,565.0,318
EOG09360F1B,Duplicated,C0000014389_TRINITY_DN34275_c0_g1,565.0,318
EOG09360F1B,Duplicated,C0000016427_TRINITY_DN10926_c0_g1,486.4,319
EOG09360F1R,Fragmented,C0000009134_TRINITY_DN10484_c0_g1,156.6,109
EOG09360F40,Complete,C0000014520_TRINITY_DN11072_c0_g1,530.8,274
EOG09360F4O,Missing,,,
EOG09360F53,Complete,C0000017639_TRINITY_DN28873_c0_g1,553.8,381
EOG09360F56,Fragmented,C0000004388_TRINITY_DN8382_c0_g3,233.7,154
EOG09360F69,Complete,C0000014440_TRINITY_DN20947_c0_g1,364.9,259
EOG09360F6U,Complete,C0000015673_TRINITY_DN11512_c0_g4,649.5,361
EOG09360F71,Fragmented,C0000000688_TRINITY_DN6454_c0_g1,224.1,119
EOG09360F83,Complete,C0000011314_TRINITY_DN34852_c0_g1,373.6,243
EOG09360F8D,Complete,C0000016864_TRINITY_DN2865_c0_g1,362.0,301
EOG09360F8I,Complete,C0000014290_TRINITY_DN5243_c0_g2,519.5,289
EOG09360F8Q,Missing,,,
EOG09360FB1,Complete,C0000014117_TRINITY_DN11976_c0_g1,531.0,345
EOG09360FB7,Complete,C0000009699_TRINITY_DN1352_c1_g1,466.6,258
EOG09360FBI,Missing,,,
EOG09360FCX,Complete,C0000013562_TRINITY_DN16494_c0_g1,620.2,288
EOG09360FDV,Missing,,,
EOG09360FE1,Missing,,,
EOG09360FIH,Complete,C0000011584_TRINITY_DN19444_c0_g1,710.4,346
EOG09360FIO,Complete,C0000016961_TRINITY_DN19860_c0_g1,671.4,314
EOG09360FJP,Complete,C0000017497_TRINITY_DN11840_c0_g1,680.4,421
EOG09360FJQ,Complete,C0000014312_TRINITY_DN20338_c0_g1,626.7,297
EOG09360FJY,Fragmented,C0000007048_TRINITY_DN5249_c0_g1,252.3,146
EOG09360FKR,Complete,C0000013321_TRINITY_DN1937_c0_g1,500.5,296
EOG09360FLC,Complete,C0000006043_TRINITY_DN208_c0_g2,319.8,177
EOG09360FM4,Duplicated,C0000010417_TRINITY_DN20361_c0_g1,244.8,269
EOG09360FM4,Duplicated,C0000014023_TRINITY_DN3977_c0_g2,211.4,250
EOG09360FML,Complete,C0000009625_TRINITY_DN4211_c0_g1,496.8,258
EOG09360FN1,Complete,C0000017150_TRINITY_DN9843_c0_g1,513.5,278
EOG09360FOF,Fragmented,C0000009989_TRINITY_DN7717_c1_g1,208.0,212
EOG09360FQU,Fragmented,C0000012502_TRINITY_DN6789_c0_g1,371.8,235
EOG09360FR1,Complete,C0000010845_TRINITY_DN19921_c0_g1,324.7,174
EOG09360FRJ,Complete,C0000011973_TRINITY_DN5336_c0_g1,435.2,228
EOG09360FU3,Complete,C0000015635_TRINITY_DN1276_c0_g1,459.9,279
EOG09360FUF,Complete,C0000015942_TRINITY_DN20012_c0_g1,455.9,308
EOG09360FUV,Missing,,,
EOG09360FVA,Complete,C0000014314_TRINITY_DN27056_c0_g1,565.4,293
EOG09360FVB,Complete,C0000012100_TRINITY_DN4644_c0_g2,479.7,299
EOG09360FVD,Complete,C0000014819_TRINITY_DN20476_c0_g1,424.9,241
EOG09360FVP,Complete,C0000015062_TRINITY_DN12775_c0_g1,475.7,272
EOG09360FWB,Fragmented,C0000007004_TRINITY_DN13898_c0_g1,357.4,201
EOG09360FWE,Missing,,,
EOG09360G0D,Complete,C0000011755_TRINITY_DN19758_c0_g1,579.0,276
EOG09360G0I,Complete,C0000011121_TRINITY_DN3646_c0_g1,444.6,279
EOG09360G0X,Complete,C0000016401_TRINITY_DN559_c0_g1,335.7,263
EOG09360G1W,Complete,C0000016007_TRINITY_DN24347_c0_g1,499.4,262
EOG09360G2E,Missing,,,
EOG09360G30,Complete,C0000015401_TRINITY_DN11210_c0_g1,590.5,294
EOG09360G3S,Complete,C0000009485_TRINITY_DN3150_c0_g2,282.4,180
EOG09360G42,Complete,C0000011861_TRINITY_DN25141_c0_g1,526.1,267
EOG09360G43,Complete,C0000011785_TRINITY_DN2020_c0_g1,294.3,176
EOG09360G4Y,Complete,C0000010986_TRINITY_DN7790_c0_g1,381.8,231
EOG09360G5B,Complete,C0000011196_TRINITY_DN6993_c0_g2,555.9,279
EOG09360G5I,Complete,C0000014983_TRINITY_DN15610_c0_g1,241.3,159
EOG09360G65,Complete,C0000016903_TRINITY_DN8022_c0_g1,627.7,365
EOG09360G6G,Fragmented,C0000006133_TRINITY_DN15033_c0_g1,400.1,217
EOG09360G7Q,Complete,C0000009052_TRINITY_DN30631_c0_g1,364.5,217
EOG09360G91,Missing,,,
EOG09360G99,Fragmented,C0000005457_TRINITY_DN5053_c0_g1,390.3,182
EOG09360GA9,Complete,C0000011569_TRINITY_DN8109_c0_g1,373.1,196
EOG09360GB9,Missing,,,
EOG09360GBZ,Complete,C0000009634_TRINITY_DN30666_c0_g1,353.5,201
EOG09360GC2,Complete,C0000018693_TRINITY_DN3108_c0_g2,577.0,308
EOG09360GC7,Missing,,,
EOG09360GCH,Complete,C0000014092_TRINITY_DN1199_c0_g1,530.8,259
EOG09360GEM,Complete,C0000015547_TRINITY_DN1603_c0_g1,427.1,278
EOG09360GF5,Fragmented,C0000006275_TRINITY_DN34137_c0_g1,233.0,177
EOG09360GFD,Duplicated,C0000011577_TRINITY_DN6841_c0_g1,328.4,272
EOG09360GFD,Duplicated,C0000013622_TRINITY_DN14696_c0_g1,321.8,272
EOG09360GFV,Complete,C0000015404_TRINITY_DN15802_c0_g1,468.6,283
EOG09360GHT,Complete,C0000008657_TRINITY_DN8347_c0_g1,339.4,173
EOG09360GK5,Missing,,,
EOG09360GKN,Complete,C0000012144_TRINITY_DN151_c0_g1,268.1,208
EOG09360GKU,Missing,,,
EOG09360GMF,Complete,C0000013656_TRINITY_DN16307_c0_g1,494.6,294
EOG09360GMQ,Complete,C0000013719_TRINITY_DN7376_c0_g1,422.1,254
EOG09360GMU,Complete,C0000009767_TRINITY_DN16853_c0_g2,330.1,202
EOG09360GN9,Missing,,,
EOG09360GOA,Complete,C0000014239_TRINITY_DN15193_c0_g1,272.8,285
EOG09360GOP,Missing,,,
EOG09360GQJ,Complete,C0000012299_TRINITY_DN7811_c0_g1,269.9,256
EOG09360GQN,Complete,C0000008641_TRINITY_DN1408_c1_g1,411.5,223
EOG09360GQQ,Fragmented,C0000001824_TRINITY_DN9216_c0_g1,215.7,141
EOG09360GRH,Fragmented,C0000007218_TRINITY_DN12453_c0_g1,604.6,275
EOG09360GS5,Fragmented,C0000009426_TRINITY_DN6938_c0_g2,326.4,155
EOG09360GTG,Complete,C0000013957_TRINITY_DN5932_c0_g1,582.2,282
EOG09360GU0,Fragmented,C0000014254_TRINITY_DN9779_c0_g1,353.8,188
EOG09360GU6,Complete,C0000017295_TRINITY_DN8473_c0_g1,405.4,255
EOG09360GUO,Missing,,,
EOG09360GUZ,Complete,C0000014517_TRINITY_DN4832_c0_g1,443.3,280
EOG09360GVP,Complete,C0000012332_TRINITY_DN24391_c0_g1,466.6,236
EOG09360GVY,Missing,,,
EOG09360GWA,Complete,C0000013989_TRINITY_DN25385_c0_g1,494.0,275
EOG09360GXC,Complete,C0000012617_TRINITY_DN35420_c0_g1,452.3,253
EOG09360GXD,Complete,C0000014555_TRINITY_DN24752_c0_g1,549.9,290
EOG09360GXJ,Complete,C0000013760_TRINITY_DN29620_c0_g1,403.4,252
EOG09360GXL,Complete,C0000012809_TRINITY_DN7960_c0_g1,545.1,298
EOG09360GXV,Duplicated,C0000013322_TRINITY_DN3151_c0_g3,558.2,290
EOG09360GXV,Duplicated,C0000015344_TRINITY_DN3151_c0_g2,557.6,290
EOG09360GYO,Complete,C0000014229_TRINITY_DN12190_c0_g1,550.8,255
EOG09360GZ2,Complete,C0000013053_TRINITY_DN476_c0_g2,603.2,297
EOG09360GZA,Missing,,,
EOG09360GZB,Complete,C0000013124_TRINITY_DN10614_c0_g1,509.9,286
EOG09360GZJ,Complete,C0000014946_TRINITY_DN5772_c0_g2,555.5,330
EOG09360H0G,Fragmented,C0000008778_TRINITY_DN35021_c0_g1,194.7,180
EOG09360H49,Complete,C0000012412_TRINITY_DN15546_c0_g1,418.0,217
EOG09360H4K,Fragmented,C0000012201_TRINITY_DN9051_c0_g2,159.4,105
EOG09360H4M,Complete,C0000003804_TRINITY_DN27157_c0_g1,218.8,137
EOG09360H4R,Complete,C0000013019_TRINITY_DN743_c0_g1,483.8,245
EOG09360H66,Missing,,,
EOG09360H7R,Missing,,,
EOG09360H7T,Missing,,,
EOG09360H9R,Complete,C0000016631_TRINITY_DN3750_c0_g1,381.4,253
EOG09360HAG,Missing,,,
EOG09360HAP,Complete,C0000012920_TRINITY_DN7624_c0_g1,492.6,265
EOG09360HBC,Missing,,,
EOG09360HC5,Complete,C0000012231_TRINITY_DN20033_c0_g1,314.4,238
EOG09360HCK,Complete,C0000019306_TRINITY_DN8651_c0_g1,574.1,334
EOG09360HD9,Complete,C0000015881_TRINITY_DN7166_c0_g1,417.4,217
EOG09360HE3,Complete,C0000011528_TRINITY_DN11601_c0_g1,385.2,199
EOG09360HGB,Missing,,,
EOG09360HGJ,Fragmented,C0000006061_TRINITY_DN21017_c1_g1,240.5,128
EOG09360HGT,Missing,,,
EOG09360HGV,Fragmented,C0000007778_TRINITY_DN5817_c0_g1,326.6,211
EOG09360HI2,Complete,C0000016183_TRINITY_DN20357_c0_g1,297.0,271
EOG09360HIJ,Fragmented,C0000015187_TRINITY_DN9127_c0_g1,155.6,91
EOG09360HK0,Missing,,,
EOG09360HKF,Complete,C0000012368_TRINITY_DN29831_c0_g1,564.6,289
EOG09360HKW,Complete,C0000013827_TRINITY_DN2346_c1_g1,391.3,251
EOG09360HLN,Complete,C0000011928_TRINITY_DN26037_c0_g2,441.0,245
EOG09360HMJ,Complete,C0000012727_TRINITY_DN2236_c0_g1,264.5,184
EOG09360HN7,Complete,C0000012277_TRINITY_DN8452_c0_g1,431.8,230
EOG09360HO3,Fragmented,C0000002485_TRINITY_DN22274_c0_g1,314.2,163
EOG09360HOF,Missing,,,
EOG09360HOV,Complete,C0000014019_TRINITY_DN33706_c0_g2,396.1,242
EOG09360HPN,Missing,,,
EOG09360HPQ,Fragmented,C0000007993_TRINITY_DN25425_c0_g1,316.9,159
EOG09360HQF,Missing,,,
EOG09360HQO,Duplicated,C0000016800_TRINITY_DN7466_c0_g1,563.6,398
EOG09360HQO,Duplicated,C0000017329_TRINITY_DN7466_c0_g2,577.9,399
EOG09360HQQ,Complete,C0000013413_TRINITY_DN4136_c0_g1,262.2,183
EOG09360HR1,Duplicated,C0000010021_TRINITY_DN10347_c0_g1,526.5,260
EOG09360HR1,Duplicated,C0000014761_TRINITY_DN10347_c0_g2,530.7,263
EOG09360HR3,Complete,C0000010353_TRINITY_DN33682_c0_g1,510.5,300
EOG09360HRI,Complete,C0000011598_TRINITY_DN19461_c0_g1,563.9,275
EOG09360HSL,Duplicated,C0000011372_TRINITY_DN3889_c0_g1,314.0,279
EOG09360HSL,Duplicated,C0000013884_TRINITY_DN11455_c0_g1,283.3,162
EOG09360HTY,Complete,C0000015690_TRINITY_DN3663_c0_g2,230.3,152
EOG09360HUX,Complete,C0000004076_TRINITY_DN32156_c0_g1,232.2,144
EOG09360HX1,Complete,C0000010239_TRINITY_DN5375_c0_g1,168.2,189
EOG09360HY3,Complete,C0000010732_TRINITY_DN25682_c0_g1,350.6,207
EOG09360HZF,Complete,C0000010419_TRINITY_DN962_c0_g1,441.7,241
EOG09360I07,Complete,C0000012900_TRINITY_DN12312_c0_g1,458.2,246
EOG09360I0L,Complete,C0000014986_TRINITY_DN34316_c0_g1,456.3,339
EOG09360I0P,Fragmented,C0000011272_TRINITY_DN11615_c0_g1,284.0,177
EOG09360I13,Complete,C0000004828_TRINITY_DN26929_c0_g1,289.1,162
EOG09360I30,Duplicated,C0000011442_TRINITY_DN34380_c0_g1,445.2,224
EOG09360I30,Duplicated,C0000011479_TRINITY_DN34380_c0_g2,445.2,224
EOG09360I30,Duplicated,C0000011510_TRINITY_DN34380_c0_g3,445.2,224
EOG09360I49,Complete,C0000012772_TRINITY_DN4934_c0_g1,332.8,198
EOG09360I4I,Fragmented,C0000005984_TRINITY_DN19690_c0_g1,96.1,74
EOG09360I4M,Complete,C0000011268_TRINITY_DN1670_c0_g2,302.6,240
EOG09360I5A,Duplicated,C0000011770_TRINITY_DN5526_c0_g2,441.9,280
EOG09360I5A,Duplicated,C0000011793_TRINITY_DN5526_c0_g1,440.6,280
EOG09360I5J,Missing,,,
EOG09360I5U,Complete,C0000011199_TRINITY_DN10077_c0_g1,487.4,231
EOG09360I5Z,Complete,C0000016434_TRINITY_DN3785_c0_g1,540.7,294
EOG09360I8Y,Complete,C0000015022_TRINITY_DN7868_c0_g1,434.4,290
EOG09360IAQ,Complete,C0000014013_TRINITY_DN5960_c0_g1,510.6,259
EOG09360IBH,Complete,C0000012745_TRINITY_DN8236_c0_g1,396.4,227
EOG09360IBU,Complete,C0000011800_TRINITY_DN24981_c0_g1,485.1,246
EOG09360IC1,Complete,C0000012190_TRINITY_DN19847_c0_g1,452.7,313
EOG09360ICO,Fragmented,C0000006749_TRINITY_DN10907_c0_g1,269.7,151
EOG09360ID9,Duplicated,C0000014144_TRINITY_DN3708_c0_g1,303.6,203
EOG09360ID9,Duplicated,C0000014163_TRINITY_DN3708_c0_g2,303.6,203
EOG09360IE8,Complete,C0000013593_TRINITY_DN1784_c0_g1,386.8,210
EOG09360IEH,Complete,C0000012904_TRINITY_DN34311_c0_g1,326.9,204
EOG09360IEI,Complete,C0000014066_TRINITY_DN33858_c0_g1,463.1,259
EOG09360IFT,Complete,C0000014399_TRINITY_DN16001_c0_g1,245.7,185
EOG09360IGG,Complete,C0000014840_TRINITY_DN26164_c0_g1,285.3,181
EOG09360IGN,Missing,,,
EOG09360IHY,Duplicated,C0000012494_TRINITY_DN10706_c0_g1,440.9,291
EOG09360IHY,Duplicated,C0000015524_TRINITY_DN28874_c0_g1,483.7,298
EOG09360IIY,Missing,,,
EOG09360IJG,Complete,C0000016167_TRINITY_DN7700_c0_g1,420.8,226
EOG09360IKP,Complete,C0000013226_TRINITY_DN8568_c1_g1,254.4,282
EOG09360ILO,Complete,C0000002336_TRINITY_DN11965_c0_g1,375.4,181
EOG09360IML,Complete,C0000011782_TRINITY_DN25135_c0_g1,336.5,239
EOG09360ING,Complete,C0000015276_TRINITY_DN28843_c0_g1,633.2,343
EOG09360INV,Fragmented,C0000007041_TRINITY_DN31337_c0_g1,171.4,101
EOG09360IP2,Missing,,,
EOG09360IPD,Complete,C0000020289_TRINITY_DN9329_c0_g1,708.3,447
EOG09360IPS,Complete,C0000014972_TRINITY_DN11726_c0_g1,403.9,307
EOG09360IPZ,Complete,C0000007423_TRINITY_DN10086_c0_g1,329.5,214
EOG09360IQC,Complete,C0000012881_TRINITY_DN10740_c0_g1,435.1,254
EOG09360IQI,Missing,,,
EOG09360IQM,Missing,,,
EOG09360IRW,Complete,C0000017957_TRINITY_DN15341_c0_g1,908.5,448
EOG09360IS4,Missing,,,
EOG09360ISB,Duplicated,C0000013468_TRINITY_DN4744_c0_g2,192.7,263
EOG09360ISB,Duplicated,C0000016174_TRINITY_DN9314_c0_g1,186.3,276
EOG09360ISN,Complete,C0000011590_TRINITY_DN7077_c0_g1,272.0,173
EOG09360IT9,Complete,C0000011719_TRINITY_DN1002_c0_g1,218.4,122
EOG09360ITN,Duplicated,C0000014650_TRINITY_DN7914_c0_g1,410.6,232
EOG09360ITN,Duplicated,C0000016128_TRINITY_DN7914_c0_g2,443.5,253
EOG09360IUA,Complete,C0000010092_TRINITY_DN19837_c0_g1,409.2,221
EOG09360IUB,Complete,C0000013342_TRINITY_DN7_c0_g1,378.6,193
EOG09360IV8,Complete,C0000009518_TRINITY_DN9108_c0_g1,395.4,209
EOG09360IW8,Complete,C0000013679_TRINITY_DN34633_c0_g1,316.0,310
EOG09360IWC,Complete,C0000011876_TRINITY_DN25144_c0_g1,366.8,196
EOG09360IZ9,Complete,C0000009583_TRINITY_DN13100_c0_g1,400.1,217
EOG09360IZH,Fragmented,C0000002920_TRINITY_DN13419_c0_g1,388.6,198
EOG09360J00,Complete,C0000006789_TRINITY_DN30931_c0_g1,428.0,222
EOG09360J0A,Complete,C0000014591_TRINITY_DN16293_c0_g1,435.2,234
EOG09360J11,Complete,C0000018616_TRINITY_DN10975_c0_g1,367.8,238
EOG09360J1D,Complete,C0000004330_TRINITY_DN4552_c0_g1,394.7,192
EOG09360J1Z,Fragmented,C0000007687_TRINITY_DN30044_c0_g1,255.6,149
EOG09360J2V,Missing,,,
EOG09360J39,Fragmented,C0000006491_TRINITY_DN1545_c0_g1,214.3,136
EOG09360J3N,Complete,C0000006179_TRINITY_DN13252_c0_g1,301.2,164
EOG09360J46,Complete,C0000019304_TRINITY_DN4774_c0_g1,616.0,315
EOG09360J5A,Complete,C0000010754_TRINITY_DN7622_c1_g1,301.5,207
EOG09360J5K,Duplicated,C0000012423_TRINITY_DN9098_c0_g1,460.1,239
EOG09360J5K,Duplicated,C0000012424_TRINITY_DN9098_c0_g2,460.1,239
EOG09360J79,Fragmented,C0000004829_TRINITY_DN27241_c0_g1,224.4,120
EOG09360J7A,Fragmented,C0000011168_TRINITY_DN5203_c0_g2,388.4,208
EOG09360J7M,Fragmented,C0000002574_TRINITY_DN28944_c0_g1,165.8,94
EOG09360J7T,Missing,,,
EOG09360J9G,Complete,C0000014029_TRINITY_DN2113_c0_g2,203.1,324
EOG09360JAG,Complete,C0000011007_TRINITY_DN24587_c0_g1,140.8,153
EOG09360JE0,Duplicated,C0000010311_TRINITY_DN2651_c0_g1,377.6,212
EOG09360JE0,Duplicated,C0000010312_TRINITY_DN2651_c0_g2,377.6,212
EOG09360JFE,Fragmented,C0000011062_TRINITY_DN19908_c0_g1,479.0,231
EOG09360JFI,Complete,C0000016117_TRINITY_DN10353_c0_g1,352.0,215
EOG09360JFS,Missing,,,
EOG09360JGG,Complete,C0000011455_TRINITY_DN21513_c0_g1,470.6,240
EOG09360JHI,Complete,C0000010672_TRINITY_DN19803_c0_g1,449.3,231
EOG09360JI8,Complete,C0000018933_TRINITY_DN9275_c0_g1,536.5,290
EOG09360JIY,Complete,C0000005016_TRINITY_DN29962_c0_g1,339.3,179
EOG09360JL5,Complete,C0000016372_TRINITY_DN11145_c0_g1,387.8,383
EOG09360JLO,Missing,,,
EOG09360JLQ,Complete,C0000009015_TRINITY_DN35095_c0_g1,429.8,260
EOG09360JMJ,Fragmented,C0000014348_TRINITY_DN249_c0_g1,256.4,159
EOG09360JO0,Complete,C0000011837_TRINITY_DN1804_c0_g1,482.3,316
EOG09360JO1,Complete,C0000015249_TRINITY_DN12121_c0_g1,391.4,317
EOG09360JOE,Fragmented,C0000007528_TRINITY_DN11777_c0_g1,278.5,167
EOG09360JRA,Complete,C0000016362_TRINITY_DN6394_c0_g1,395.0,203
EOG09360JSH,Complete,C0000015454_TRINITY_DN29027_c0_g1,720.7,368
EOG09360JU9,Complete,C0000011784_TRINITY_DN1510_c0_g1,446.5,220
EOG09360JUS,Missing,,,
EOG09360JVS,Complete,C0000013804_TRINITY_DN1032_c0_g1,273.3,185
EOG09360JVX,Complete,C0000011686_TRINITY_DN7711_c0_g1,323.0,193
EOG09360JWQ,Complete,C0000016756_TRINITY_DN10535_c0_g1,440.0,220
EOG09360JWS,Complete,C0000008670_TRINITY_DN7062_c0_g1,418.6,236
EOG09360JWT,Complete,C0000002698_TRINITY_DN30084_c0_g1,214.8,123
EOG09360JWZ,Complete,C0000010153_TRINITY_DN15067_c0_g1,381.2,191
EOG09360JXC,Fragmented,C0000002042_TRINITY_DN18482_c0_g1,318.7,171
EOG09360K0E,Complete,C0000005084_TRINITY_DN7231_c0_g2,365.4,212
EOG09360K1H,Duplicated,C0000006166_TRINITY_DN26267_c0_g1,258.8,160
EOG09360K1H,Duplicated,C0000007842_TRINITY_DN26267_c0_g2,246.2,162
EOG09360K1I,Complete,C0000015815_TRINITY_DN25584_c0_g1,275.9,272
EOG09360K2H,Fragmented,C0000005289_TRINITY_DN21971_c0_g1,315.4,173
EOG09360K2J,Complete,C0000018308_TRINITY_DN10876_c0_g1,353.4,198
EOG09360K2Q,Complete,C0000014782_TRINITY_DN29832_c0_g1,500.0,310
EOG09360K2V,Complete,C0000012768_TRINITY_DN25167_c0_g1,627.6,323
EOG09360K47,Complete,C0000013684_TRINITY_DN7927_c0_g1,479.5,270
EOG09360K4S,Complete,C0000008691_TRINITY_DN21290_c0_g1,427.3,227
EOG09360K5X,Duplicated,C0000012286_TRINITY_DN25907_c0_g1,471.0,216
EOG09360K5X,Duplicated,C0000012597_TRINITY_DN4255_c0_g3,468.2,216
EOG09360K5X,Duplicated,C0000012638_TRINITY_DN4255_c0_g1,468.1,216
EOG09360K5Y,Complete,C0000012154_TRINITY_DN33960_c0_g1,474.6,277
EOG09360K6Z,Fragmented,C0000001066_TRINITY_DN30663_c0_g1,290.2,145
EOG09360K7R,Complete,C0000012554_TRINITY_DN15653_c0_g1,325.3,206
